8.611874528365386354e-15	9.862881205118875915e-13	4.257912134029724896e-12	1.916604167094211076e-11	7.086803904020531445e-12	1.300386242079240089e-12	1.308348021256075384e-14
8.702933385445701459e-15	9.961417809128167190e-13	4.301025403597289406e-12	1.941038468913390003e-11	7.180954353514216752e-12	1.317548869152190247e-12	1.324603979379296177e-14
8.795792085809262928e-15	1.006189984504366189e-12	4.344961266032731299e-12	1.965983258759627175e-11	7.277118735081195524e-12	1.335078122052617880e-12	1.341199029884239512e-14
8.890502452268797054e-15	1.016438381084753844e-12	4.389742891669152133e-12	1.991453481125995682e-11	7.375356873371835926e-12	1.352984891017336301e-12	1.358143129314536203e-14
8.987118255880556818e-15	1.026892834399796637e-12	4.435394310086398258e-12	2.017464645803830394e-11	7.475730878252386719e-12	1.371280482377522567e-12	1.375446612020400766e-14
9.085695306345014311e-15	1.037559432121641518e-12	4.481940449620941295e-12	2.044032854191304610e-11	7.578305251903436628e-12	1.389976638065064705e-12	1.393120207787402782e-14
9.186291547408013043e-15	1.048444496381492449e-12	4.529407179047191747e-12	2.071174827059785210e-11	7.683147001883930015e-12	1.409085556205747318e-12	1.411175060444113670e-14
9.288967157584136027e-15	1.059554594892091957e-12	4.577821351569330802e-12	2.098907933871919201e-11	7.790325760546753503e-12	1.428619912869623491e-12	1.429622747511803691e-14
9.393784656547883265e-15	1.070896552698337716e-12	4.627210851272969688e-12	2.127250223752272663e-11	7.899913911220343360e-12	1.448592885054091997e-12	1.448475300964045573e-14
9.500809017563746701e-15	1.082477464597293822e-12	4.677604642196931076e-12	2.156220458218911209e-11	8.011986721601727777e-12	1.469018174980851144e-12	1.467745229169089483e-14
9.610107786354177446e-15	1.094304708271917984e-12	4.729032820197445212e-12	2.185838145792340520e-11	8.126622484839786526e-12	1.489910035793987728e-12	1.487445540093385981e-14
9.721751206834472007e-15	1.106385958186211894e-12	4.781526667790021779e-12	2.216123578607091522e-11	8.243902668823922570e-12	1.511283298753085089e-12	1.507589765850527022e-14
9.835812354176373547e-15	1.118729200293119975e-12	4.835118712168263178e-12	2.247097871160762571e-11	8.363912074232636136e-12	1.533153402022402808e-12	1.528191988686327650e-14
9.952367275697547237e-15	1.131342747610469158e-12	4.889842786614216879e-12	2.278783001345691736e-11	8.486739001939362986e-12	1.555536421165006109e-12	1.549266868497761252e-14
1.007149514011292598e-14	1.144235256724534764e-12	4.945734095531425044e-12	2.311201853919724604e-11	8.612475430419457815e-12	1.578449101459170521e-12	1.570829671991037029e-14
