8.776059855101304028e-15	9.972313672564682176e-13	4.304012827016724060e-12	1.937246394768054587e-11	7.145884677493531225e-12	1.317006453741167900e-12	1.329937855081734099e-14
8.869379832938876650e-15	1.007268985250972079e-12	4.347920711440369037e-12	1.961956340896102125e-11	7.240842523214177557e-12	1.334397725464528101e-12	1.346493522123776685e-14
8.964546721018713569e-15	1.017505209408665740e-12	4.392667871320552090e-12	1.987182446314401603e-11	7.337831089851546313e-12	1.352160448070023470e-12	1.363394581862160496e-14
9.061613700110261715e-15	1.027945809223692168e-12	4.438277951175451898e-12	2.012939818417094337e-11	7.436910686792957331e-12	1.370305652827543407e-12	1.380651174201056670e-14
9.160635950004082781e-15	1.038596772654810883e-12	4.484775472270866217e-12	2.039244135973552713e-11	7.538143926771514993e-12	1.388844792423889637e-12	1.398273823750008403e-14
9.261670742257330553e-15	1.049464316313777726e-12	4.532185872930842775e-12	2.066111675717117412e-11	7.641595833801516844e-12	1.407789760716450638e-12	1.416273457772620591e-14
9.364777538068870419e-15	1.060554896219313012e-12	4.580535551063580637e-12	2.093559340407048471e-11	7.747333957125590398e-12	1.427152913587418881e-12	1.434661425131796476e-14
9.470018091614191985e-15	1.071875219153166073e-12	4.629851909044532963e-12	2.121604688458596556e-11	7.855428491562425066e-12	1.446947090969756041e-12	1.453449516295862035e-14
9.577456559194546843e-15	1.083432254657457448e-12	4.680163401108977849e-12	2.150265965243138975e-11	7.965952404672832715e-12	1.467185640121394772e-12	1.472649984474626348e-14
9.687159614581004702e-15	1.095233247715414417e-12	4.731499583417607958e-12	2.179562136167844845e-11	8.078981571192827392e-12	1.487882440229851634e-12	1.492275567959588581e-14
9.799196570962701577e-15	1.107285732160751280e-12	4.783891166970909181e-12	2.209512921652546852e-11	8.194594915216346961e-12	1.509051928435617346e-12	1.512339513748042921e-14
9.913639509939308188e-15	1.119597544864393626e-12	4.837370073561297906e-12	2.240138834130437366e-11	8.312874560646573911e-12	1.530709127369361876e-12	1.532855602536901953e-14
1.003056341803151792e-14	1.132176840750942108e-12	4.891969494966290852e-12	2.271461217208770944e-11	8.433905990474737032e-12	1.552869674305297371e-12	1.553838175178567693e-14
1.015004633121945195e-14	1.145032108701326747e-12	4.947723955601677714e-12	2.303502287136325093e-11	8.557778215488238926e-12	1.575549852040922557e-12	1.575302160698335433e-14
1.027216948805872131e-14	1.158172188402463896e-12	5.004669378870447922e-12	2.336285176735696400e-11	8.684583953056921074e-12	1.598766621621953446e-12	1.597263105980512925e-14
1.039701749196673825e-14	1.171606288209536355e-12	5.062843157461693044e-12	2.369833981970933349e-11	8.814419816697238637e-12	1.622537657040597188e-12	1.619737207238878873e-14
1.052467848331883480e-14	1.185344004091668855e-12	5.122284227873708929e-12	2.404173811334468855e-11	8.947386517169562504e-12	1.646881382045483132e-12	1.642741343396226158e-14
1.065524432204452391e-14	1.199395339737462420e-12	5.183033149457345870e-12	2.439330838252002200e-11	9.083589075924358928e-12	1.671817009212641803e-12	1.666293111507720913e-14
1.078881078147014814e-14	1.213770727902989553e-12	5.245132188299306421e-12	2.475332356719987608e-11	9.223137051778867791e-12	1.697364581438991755e-12	1.690410864373695512e-14
1.092547775421440636e-14	1.228481053091602920e-12	5.308625406291119260e-12	2.512206840407842501e-11	9.366144781777841041e-12	1.723545016032977264e-12	1.715113750499291378e-14
1.106534947100978449e-14	1.243537675662231833e-12	5.373558755757658570e-12	2.549984005476028766e-11	9.512731637270328269e-12	1.750380151591365389e-12	1.740421756571386614e-14
1.120853473339495033e-14	1.258952457470879211e-12	5.439980180050054881e-12	2.588694877382023787e-11	9.663022296320489268e-12	1.777892797866958494e-12	1.766355752637327418e-14
1.135514716130244687e-14	1.274737789158805921e-12	5.507939720541537996e-12	2.628371861968907943e-11	9.817147033664031833e-12	1.806106788849132012e-12	1.792937540185476770e-14
1.150530545665242380e-14	1.290906619210482386e-12	5.577489630501670425e-12	2.669048821156286483e-11	9.975242029524802120e-12	1.835047039297962938e-12	1.820189903344519971e-14
1.165913368415788301e-14	1.307472484914926395e-12	5.648684496364918742e-12	2.710761153580474374e-11	1.013744969871854982e-11	1.864739604993318743e-12	1.848136663437011173e-14
1.181676157065099293e-14	1.324449545375565823e-12	5.721581366953796004e-12	2.753545880560891625e-11	1.030391904159416783e-11	1.895211746982870186e-12	1.876802737142985642e-14
1.197832482435390800e-14	1.341852616726429737e-12	5.796239891265431044e-12	2.797441737802348041e-11	1.047480601849839916e-11	1.926492000137836388e-12	1.906214198551740578e-14
