3.861931318490574080e-14	3.091288045236399667e-14	3.372310295428034539e-14	2.808916157228066824e-15	3.070233378659426717e-15	3.292937332275918683e-14	6.434272196642398866e-15	4.394235392762324481e-15	3.409485418720976256e-14	1.176562005575852019e-14	1.245828732267972306e-14	2.067359610779040576e-15	4.063662350244822015e-15	3.783486993197927748e-15	9.214062309115898398e-15	5.083295256261803186e-15	7.482423650632202697e-14	1.303168209428337193e-14	1.743216085269213170e-14	3.031501866283414486e-14	9.354666335526330442e-15	1.130150210501753791e-14	1.553002243124892638e-14	6.797479356225960178e-14	1.647490475765746362e-14	8.203358216814978247e-14
4.042096459730242659e-14	3.230362506775339749e-14	3.512354903472347146e-14	2.914919966047588003e-15	3.184240606927977372e-15	3.415404763510416683e-14	6.677997965027530868e-15	4.565095059080402034e-15	3.547488846532301838e-14	1.224899883310467279e-14	1.296724664867978058e-14	2.149372956176991039e-15	4.221696226012309541e-15	3.927558676445414560e-15	9.567918569124354669e-15	5.291264527949770910e-15	7.785875256662515010e-14	1.355070469123466891e-14	1.811924387321678372e-14	3.150703566124827780e-14	9.725130209965407939e-15	1.175445305341843266e-14	1.616285289895477015e-14	7.077814237071051197e-14	1.716076845044093072e-14	8.544140787270526328e-14
4.216965451366980538e-14	3.370599084420192590e-14	3.658493472505337531e-14	3.025390617665413017e-15	3.301752537095265442e-15	3.538065456467591810e-14	6.919015012050863499e-15	4.732914924861050560e-15	3.683732001031118236e-14	1.273153633564636429e-14	1.348932019814556197e-14	2.234658335987577543e-15	4.386260410894066087e-15	4.075711574542858881e-15	9.926806864553245832e-15	5.503323559112541546e-15	8.099787695790117483e-14	1.409020266060125517e-14	1.883143513283127766e-14	3.273448445672957217e-14	1.010366409593918923e-14	1.221507291124409141e-14	1.680545297583788903e-14	7.363167645814431086e-14	1.786451442026899570e-14	8.896494000317009828e-14
4.376874295168166843e-14	3.504776181357236316e-14	3.805588419113690817e-14	3.139662871152192191e-15	3.422975839109844048e-15	3.661970649563230933e-14	7.158785220944476919e-15	4.897662609010716671e-15	3.816482200254593933e-14	1.320417589149578349e-14	1.401347726912012858e-14	2.322010640865921099e-15	4.556077278917094513e-15	4.228364899411585345e-15	1.029224545423340862e-14	5.716767636466878605e-15	8.420554930937998994e-14	1.464713783730522945e-14	1.956816375075730623e-14	3.400029097707433731e-14	1.049136414226992220e-14	1.268386442266456168e-14	1.745612181811687839e-14	7.651856682556712496e-14	1.857987710248404550e-14	9.257441142703158543e-14
4.517977100416837250e-14	3.628456744320475917e-14	3.949287470743671864e-14	3.257008500999877963e-15	3.548258595784457535e-15	3.789271296334203826e-14	7.402075401203119189e-15	5.062215368280343666e-15	3.946512362306652831e-14	1.366561350666179246e-14	1.453276940835926141e-14	2.410394192594414167e-15	4.729900183736041865e-15	4.386218600392578960e-15	1.066792173240192574e-14	5.930602106945003008e-15	8.745583051426307544e-14	1.521873104394796967e-14	2.032911052325351108e-14	3.530958036035521113e-14	1.089091057423360980e-14	1.316415187403714359e-14	1.811792959422274227e-14	7.944297799686436679e-14	1.930443488967631331e-14	9.625047503662877112e-14
4.643956189497047734e-14	3.741667613800317406e-14	4.087540488150311356e-14	3.376910206851758524e-15	3.678033511164378901e-15	3.922647757385977848e-14	7.655742362296008461e-15	5.231699902141931903e-15	4.077080883351898915e-14	1.412345561065832665e-14	1.504707214324848482e-14	2.499323457378493651e-15	4.906984081959562012e-15	4.550105953982134384e-15	1.105879816768418925e-14	6.146074331137264585e-15	9.074331418818956873e-14	1.580360057436911535e-14	2.111462014717491624e-14	3.666868080088852317e-14	1.130597200503700371e-14	1.366140334276708589e-14	1.879834440578851074e-14	8.243147529578893879e-14	2.004097840113862565e-14	9.999274229685616863e-14
4.765412021372481713e-14	3.849249977540317167e-14	4.221477494432267312e-14	3.499287773715526696e-15	3.812731209171925322e-15	4.064529046118882733e-14	7.926756902383684445e-15	5.412057402572896962e-15	4.213104915960918558e-14	1.459257233170773236e-14	1.556381346591119680e-14	2.589093521831470545e-15	5.087429264991710700e-15	4.720794142947425717e-15	1.146974367972610691e-14	6.366518350907079859e-15	9.408766963837231132e-14	1.640253778002772579e-14	2.192593783221391788e-14	3.808367815204163744e-14	1.174024841741557503e-14	1.418181006696592419e-14	1.950740720374629423e-14	8.552727954336700679e-14	2.079729401910296578e-14	1.038228440528697091e-13
4.896969339203288681e-14	3.959674513703231045e-14	4.355318243565690044e-14	3.624599646990704530e-15	3.952689576512872730e-15	4.216340171612529830e-14	8.220054354185265178e-15	5.608244850928263383e-15	4.359738177615760972e-14	1.509098127178621804e-14	1.609630809437823738e-14	2.680774593867933261e-15	5.272277240770530398e-15	4.898793798702864357e-15	1.190410083865326155e-14	6.596512220796944335e-15	9.753040244765049819e-14	1.701863998216196954e-14	2.276517973368275821e-14	3.955895780502290673e-14	1.219643731587588126e-14	1.473052976614898144e-14	2.025493965765223891e-14	8.877869922555112474e-14	2.158431235183892573e-14	1.077805946863747750e-13
5.052879664449220549e-14	4.082598800707330963e-14	4.495275100477207564e-14	3.753778207724191860e-15	4.098088263410695951e-15	4.378023835669339675e-14	8.536897192908179165e-15	5.822630827948035879e-15	4.520772913670774820e-14	1.563442322424629385e-14	1.666006781919534822e-14	2.775955410251760113e-15	5.463309792411222837e-15	5.084240025980192761e-15	1.236264999420710075e-14	6.840571815591917354e-15	1.011243137755256239e-13	1.765670983795968044e-14	2.363502694721917534e-14	4.109620750662292998e-14	1.267545400091570557e-14	1.531014098031392222e-14	2.104762204408927020e-14	9.222507092318870141e-14	2.241310126458480540e-14	1.119139850591551727e-13
5.242442279639209524e-14	4.225872060350438953e-14	4.647735175727639606e-14	3.888008189772908416e-15	4.248931415074562286e-15	4.548011026812884690e-14	8.874317286295543801e-15	6.054120369532199749e-15	4.697372511259137086e-14	1.623129884344853730e-14	1.726814269061212145e-14	2.876301034096594153e-15	5.662595354414379839e-15	5.276888785520827924e-15	1.284333585185016372e-14	7.101772286841539586e-15	1.049185542845774862e-13	1.832206288347877763e-14	2.453822260112766415e-14	4.269424058045372362e-14	1.317617899302931467e-14	1.591982786967429922e-14	2.188688375934430325e-14	9.588460365732641652e-14	2.329159673190450178e-14	1.162658007589906350e-13
5.466716195691826939e-14	4.392920521113918913e-14	4.817261506386837579e-14	4.028409344825348993e-15	4.405087761249701185e-15	4.723681633338319698e-14	9.225894803330357396e-15	6.298344338235401491e-15	4.887569665200705700e-14	1.687963625925497982e-14	1.792693792049814491e-14	2.983055576926440544e-15	5.871912261094775626e-15	5.476238270101421020e-15	1.334190064111180636e-14	7.380740509756385561e-15	1.089438168800351847e-13	1.901908851914154642e-14	2.547702213350577713e-14	4.434975930076863213e-14	1.369585442046238241e-14	1.655561586696608490e-14	2.276835504281144343e-14	9.974823343161812599e-14	2.422211801633978677e-14	1.208609770595988292e-13
5.717678437622576499e-14	4.581387742755619741e-14	5.005049254624828485e-14	4.175719856753428710e-15	4.566379289686759891e-15	4.902200083433775371e-14	9.583714987009100508e-15	6.548926760124171728e-15	5.086747036911871748e-14	1.756721791223560843e-14	1.863389934018618719e-14	3.096647594392632696e-15	6.092227757099799034e-15	5.681745062838738628e-15	1.385328382036125359e-14	7.675373436219928515e-15	1.132025003982465114e-13	1.975001558261624912e-14	2.645277355744515352e-14	4.605888156905638906e-14	1.423104902094772503e-14	1.721166022491427298e-14	2.368317579931847700e-14	1.037819433637217489e-13	2.520053683475009641e-14	1.256988734402052658e-13
5.980270074588029336e-14	4.783557456309007186e-14	5.208369253624374573e-14	4.330083484143858440e-15	4.732693384898925793e-15	5.081481323179549758e-14	9.940950647009813890e-15	6.799494612635422895e-15	5.289013576401014914e-14	1.827504834253952679e-14	1.937795168996449470e-14	3.216533734456722090e-15	6.323406272574999587e-15	5.893071947338782245e-15	1.437338915721807097e-14	7.981426840274046909e-15	1.176674106665779145e-13	2.051430011794071455e-14	2.746577532593640751e-14	4.781899282918497249e-14	1.477892039294149338e-14	1.788224678812908345e-14	2.462087442447887814e-14	1.079374293134338572e-13	2.621749615824738184e-14	1.307533611202219150e-13
6.236865231967887035e-14	4.988544611878453139e-14	5.421247626557584163e-14	4.491016852275364293e-15	4.904083928311322426e-15	5.260983113013731207e-14	1.029427666087137528e-14	7.045830124352884310e-15	5.489092797685284917e-14	1.898327252263146886e-14	2.014274208023539770e-14	3.341348375388047827e-15	6.564258217742545364e-15	6.110289431240151900e-15	1.490067207443740139e-14	8.293846216378792738e-15	1.222900454031399442e-13	2.130888072406304616e-14	2.851547966129278300e-14	4.963034692959819025e-14	1.533838632555026856e-14	1.856390716521504788e-14	2.557299674331319550e-14	1.121682623153747386e-13	2.726143560973479196e-14	1.359812856694741473e-13
6.472880764403105317e-14	5.185665876563910103e-14	5.636246328332415000e-14	4.657580071206332635e-15	5.080827964075205482e-15	5.442055812073228742e-14	1.064532200006058809e-14	7.287477548121059037e-15	5.684146257465804774e-14	1.967779622781546614e-14	2.091183340769482441e-14	3.469332322930760937e-15	6.812937679368550223e-15	6.333962454240112015e-15	1.543701940758414527e-14	8.608460892488999826e-15	1.270164654759910689e-13	2.212928201981304881e-14	2.960100124537349740e-14	5.149687847071408655e-14	1.591081796294845878e-14	1.925696902833169762e-14	2.653636005191727313e-14	1.164466962692410923e-13	2.832257328320293624e-14	1.413371767886254436e-13
6.681786692422002579e-14	5.367977989561105873e-14	5.846843047054450580e-14	4.828709394578534925e-15	5.263416524669778563e-15	5.627705662794056426e-14	1.100062179864684849e-14	7.528245476948633196e-15	5.874936249313870254e-14	2.035550970237514517e-14	2.167429908443061179e-14	3.598921046760909831e-15	7.067584522408473135e-15	6.565086059859143630e-15	1.598758584560920087e-14	8.923516973471365897e-15	1.318061411048390868e-13	2.297126896175387211e-14	3.072178823700804674e-14	5.342590552099916930e-14	1.649999457991149621e-14	1.996599601917360563e-14	2.751484612772903128e-14	1.207756993673523938e-13	2.939661873322904221e-14	1.467898805925014554e-13
6.867852948907052173e-14	5.534848744235355061e-14	6.049680093585140521e-14	5.003615141456051779e-15	5.452477976567906184e-15	5.821807778315028680e-14	1.136998119869907686e-14	7.775365249451884488e-15	6.065904646339418617e-14	2.102632274239991599e-14	2.242893156455753531e-14	3.729312688560459165e-15	7.327019552304277466e-15	6.804880172288478601e-15	1.655956617245066750e-14	9.240539454629139300e-15	1.366478604015401820e-13	2.383255368157077868e-14	3.187824879008055876e-14	5.542673820356497975e-14	1.711128075663637491e-14	2.069889293637668302e-14	2.851904263737081177e-14	1.251919424707447919e-13	3.048698850604297183e-14	1.523358403190196939e-13
7.045588294653357006e-14	5.692661469677722931e-14	6.245944387604102779e-14	5.182120240808273825e-15	5.648653946247481830e-15	6.027985931346659386e-14	1.176367163271805517e-14	8.037485310124808475e-15	6.264067099730580426e-14	2.171112935540568824e-14	2.318560225659871882e-14	3.860830031121899893e-15	7.591270675840234554e-15	7.054500000383270979e-15	1.716022639681673783e-14	9.564195429610310129e-15	1.415673176561188831e-13	2.471400331350300928e-14	3.307212540603273537e-14	5.750856499082714956e-14	1.775023667989222433e-14	2.146486963923131315e-14	2.956369192823861109e-14	1.297581077299473725e-13	3.160469252952776099e-14	1.580044520477731281e-13
7.235828306563079792e-14	5.853297646726063934e-14	6.441371978525740712e-14	5.364825482694871198e-15	5.852464639848326107e-15	6.248499211647186665e-14	1.218928780970923860e-14	8.322071344334966305e-15	6.476999139150407504e-14	2.243607971362476928e-14	2.396313319729755853e-14	3.994944540903792574e-15	7.861747350535879609e-15	7.314749952141256428e-15	1.779478026311601316e-14	9.901131596947451184e-15	1.466233189441740931e-13	2.561991999553941204e-14	3.430647653009050711e-14	5.967825026948477180e-14	1.842107193811270217e-14	2.227184244419978402e-14	3.066361671525511928e-14	1.345462373036434494e-13	3.276575702647466651e-14	1.638531663817265372e-13
7.459512323322342582e-14	6.030738264415443353e-14	6.644781947900810991e-14	5.553036033379693040e-15	6.064206408578250033e-15	6.483496791847380191e-14	1.264926072944335671e-14	8.633014016589095116e-15	6.710504427121272684e-14	2.322476140253295869e-14	2.478412865290492282e-14	4.133931144261390614e-15	8.140982141268671760e-15	7.585894051787814356e-15	1.846478923450055418e-14	1.025809075000396173e-14	1.518930257315911700e-13	2.655723552036805255e-14	3.558524287059884902e-14	6.193875192124086852e-14	1.912543390899208478e-14	2.312407689834426124e-14	3.182933666859005592e-14	1.396168844259374768e-13	3.398684206617532258e-14	1.699531768248850718e-13
7.731008540344367879e-14	6.236757320969162804e-14	6.865514812143083326e-14	5.748456824753152911e-15	6.283917027871773482e-15	6.730907566082808776e-14	1.313987783384224923e-14	8.969234046606314928e-15	6.966699269101702942e-14	2.409068103808278581e-14	2.566823264595883016e-14	4.280240137083152373e-15	8.431993227706275871e-15	7.867631193924460921e-15	1.916764198491487839e-14	1.063986792782726669e-14	1.574502523250655276e-13	2.753380522826080949e-14	3.691251010725231062e-14	6.428871829225424758e-14	1.986194877529799719e-14	2.402085577509237519e-14	3.306377894425339721e-14	1.450005430983076921e-13	3.528034804138628995e-14	1.763696648229181582e-13
8.053118616413293662e-14	6.477041021536820323e-14	7.110531132544878640e-14	5.952740002225788961e-15	6.511424791951621698e-15	6.987044015144341450e-14	1.365223134433209704e-14	9.324805315950263632e-15	7.243163084556065231e-14	2.503250498781964870e-14	2.662589084035070300e-14	4.435770488966963575e-15	8.737448645702446183e-15	8.159255033479706559e-15	1.989735835135002801e-14	1.104775878978903858e-14	1.633433779999897500e-13	2.855629224771127826e-14	3.829168722058699703e-14	6.672348216532908642e-14	2.062671898422280419e-14	2.495667971260479183e-14	3.436123189880874478e-14	1.506875632301306461e-13	3.665056645251949327e-14	1.831426364484513396e-13
8.415493020665945225e-14	6.749018513939460877e-14	7.382087423699562802e-14	6.167021326145780559e-15	6.746471592445599620e-15	7.247773710717568503e-14	1.417491983552492187e-14	9.690660367151920556e-15	7.533503596713500221e-14	2.603379252894400958e-14	2.765467533264352023e-14	4.601273606705438453e-15	9.058890054934885799e-15	8.459959939644932449e-15	2.064655031995905037e-14	1.147903905955649907e-14	1.695800264967277419e-13	2.962830167116463672e-14	3.972486345035339721e-14	6.923723218607948589e-14	2.141468505596420595e-14	2.592304651485671415e-14	3.570904512905225620e-14	1.566304487930739073e-13	3.809220394926957246e-14	1.902746351299402705e-13
8.797200293311184203e-14	7.042222365333408594e-14	7.676781458732472783e-14	6.391595331307959798e-15	6.988875568372625794e-15	7.509918009028371625e-14	1.469774807966647730e-14	1.005743422928703683e-14	7.829250786057296529e-14	2.706761720865756378e-14	2.873954151220926621e-14	4.776090136600984377e-15	9.396272394587504140e-15	8.769204453789569236e-15	2.140898571425340705e-14	1.192771702221781166e-14	1.761239731872684563e-13	3.074938996149403718e-14	4.121256785264713818e-14	7.182574459852612802e-14	2.222147236181039686e-14	2.691134551836405688e-14	3.709172251848011303e-14	1.627586916378531065e-13	3.959193293271476292e-14	1.977298347082825111e-13
9.172898072948199262e-14	7.341232696044596244e-14	7.986368879320614537e-14	6.625844190169592115e-15	7.238683721815897493e-15	7.772440715885351774e-14	1.521529529956666471e-14	1.041860330091028112e-14	8.122557039618845184e-14	2.810491445826840313e-14	2.985720496715653034e-14	4.958328288349586789e-15	9.747990946642677296e-15	9.087018864339785051e-15	2.218196615547803089e-14	1.238640465792461446e-14	1.829061525332299218e-13	3.191533456011228827e-14	4.275404026651204281e-14	7.448883197744529483e-14	2.304515881775938985e-14	2.791600786539082791e-14	3.849625169199448453e-14	1.690022284553374964e-13	4.113268466441802181e-14	2.054456399101472792e-13
9.520850257706982385e-14	7.630425697183203408e-14	8.300206245533156925e-14	6.868460678809544468e-15	7.496264654665288688e-15	8.037027788292316162e-14	1.572918767741619095e-14	1.077292292799283355e-14	8.408883905429974363e-14	2.912410595430730103e-14	3.098350303920467489e-14	5.145456355270505592e-15	1.011142088206855617e-14	9.414153647774670203e-15	2.296773616931087424e-14	1.284877890324798401e-14	1.898471886826807779e-13	3.311966595771393037e-14	4.434796331901379992e-14	7.723169661628935300e-14	2.388738472888951615e-14	2.893690881239734878e-14	3.991702834034512074e-14	1.753165229901002428e-13	4.269948811456849812e-14	2.133539317129336868e-13
9.830319108550383326e-14	7.899110540269787534e-14	8.608639007708258625e-14	7.117912932628057756e-15	7.762307421212579573e-15	8.307829232461033274e-14	1.624825153670159212e-14	1.112532670903433907e-14	8.688804281056953232e-14	3.011896994893267712e-14	3.210155982331973827e-14	5.335145820823323763e-15	1.048382966496978886e-14	9.752009787020689016e-15	2.377339993192083936e-14	1.331187588216896401e-14	1.968849466437654496e-13	3.435605394014870215e-14	4.599345074872980793e-14	8.006467276991490846e-14	2.475339818760480431e-14	2.998018932149645599e-14	4.135874783706011557e-14	1.817012444634404352e-13	4.428506868711132017e-14	2.214057486822640328e-13
