1.371650199950011948e-12	2.977863777959945616e-12	2.023230061265735060e-11	1.001455535389626366e-11	1.569502722681795117e-12
1.386631780150319051e-12	3.002516180776955714e-12	2.048011873722608473e-11	1.014616535403173476e-11	1.589873780721243304e-12
1.401913083147106618e-12	3.027592100524650236e-12	2.073300434764706525e-11	1.028057848322859496e-11	1.610676894614437045e-12
1.417502786557349298e-12	3.053102937206278247e-12	2.099110423545136575e-11	1.041787795037966385e-11	1.631924869325989691e-12
1.433409895458177833e-12	3.079060505169026500e-12	2.125457071718907120e-11	1.055815014557306698e-11	1.653630999042912918e-12
1.449643757628407854e-12	3.105477051972723297e-12	2.152356189097710571e-11	1.070148478939168501e-11	1.675809090127564241e-12
1.466214079635348900e-12	3.132365278290275282e-12	2.179824190724863026e-11	1.084797509054143444e-11	1.698473485350831212e-12
1.483130943821414911e-12	3.159738358905725238e-12	2.207878125461906264e-11	1.099771791234789542e-11	1.721639089488509478e-12
1.500404826249073125e-12	3.187609964880647173e-12	2.236535706185057017e-11	1.115081394870087537e-11	1.745321396369943205e-12
1.518046615667050042e-12	3.215994286964811683e-12	2.265815341697042077e-11	1.130736791006966230e-11	1.769536517474655275e-12
1.536067633565378280e-12	3.244906060332697436e-12	2.295736170467695956e-11	1.146748872025863840e-11	1.794301212179883962e-12
1.554479655392027367e-12	3.274360590733586471e-12	2.326318096325344480e-11	1.163128972462372173e-11	1.819632919769770172e-12
1.573294933009401928e-12	3.304373782149578249e-12	2.357581826230222973e-11	1.179888891052524058e-11	1.845549793325406363e-12
1.592526218475001946e-12	3.334962166063121075e-12	2.389548910271327831e-11	1.197040914085282716e-11	1.872070735624184330e-12
1.612186789237110571e-12	3.366142932443457550e-12	2.422241784039060371e-11	1.214597840152317858e-11	1.899215437186866347e-12
1.632290474843496637e-12	3.397933962569944126e-12	2.455683813537955919e-11	1.232573006392209580e-11	1.927004416621741524e-12
1.652851685268869256e-12	3.430353863819441558e-12	2.489899342816786816e-11	1.250980316333971563e-11	1.955459063427034898e-12
1.673885440975273975e-12	3.463422006555082169e-12	2.524913744507476118e-11	1.269834269453174337e-11	1.984601683425700496e-12
